# D_1  D_2  D_3  Sigma_a_1  Sigma_a_2  Sigma_a_3  q_1  q_2  q_3
1.034579e+00 8.560206e-01 4.274565e-01 7.116810e-02 4.375623e-01 5.086223e-01 1.471222e+00 1.059441e+00 1.746834e+00
7.321259e-01 8.883184e-01 3.486709e-01 6.995878e-01 2.824599e-01 7.162747e-01 1.800902e+00 6.878887e-01 1.619114e+00
3.329263e-01 9.577000e-01 1.530872e+00 7.408379e-02 4.770209e-01 2.316154e-01 6.613796e-01 8.672515e-01 4.315330e-01
1.437192e+00 8.348321e-01 6.337661e-01 9.982960e-01 8.866905e-01 8.034665e-01 2.985795e-01 8.145797e-01 5.174959e-02
1.143778e+00 7.973848e-01 1.518762e+00 6.525313e-01 6.224523e-01 5.980092e-01 5.822409e-01 2.636357e-01 1.832098e+00
3.275909e-01 1.555637e+00 3.514484e-01 3.047968e-01 1.992323e-01 5.207910e-01 5.870878e-01 1.951570e+00 1.215286e+00
8.027820e-01 1.481240e+00 1.218966e+00 5.597516e-02 8.180426e-01 8.821157e-01 7.901150e-02 7.896036e-01 1.451594e+00
1.440676e+00 1.506529e+00 1.114128e+00 5.660205e-01 2.594644e-01 3.066507e-01 1.875713e+00 1.643566e+00 6.538543e-02
1.407372e+00 7.396405e-01 4.066977e-01 4.206853e-01 5.516966e-01 3.903174e-01 1.750124e+00 5.427862e-01 5.667555e-01
6.164324e-01 1.450994e+00 1.322814e+00 3.433767e-01 9.956578e-01 2.185489e-01 4.375205e-01 4.372665e-01 1.033125e+00
1.521934e+00 4.972998e-01 1.262874e+00 3.735485e-01 5.343506e-01 9.767730e-01 1.268217e+00 6.314523e-02 1.140306e+00
5.576721e-01 1.847123e+00 1.480125e+00 7.200418e-01 5.380938e-02 7.178372e-01 6.845369e-01 1.217110e+00 3.697394e-01
1.242356e+00 1.204473e+00 1.687720e+00 6.023534e-01 4.153479e-01 2.782537e-01 7.288176e-01 2.426508e-02 6.480636e-01
1.054740e+00 8.838071e-01 1.895177e+00 6.288129e-01 8.116526e-01 3.641349e-01 4.841276e-02 9.285843e-01 1.124538e+00
7.944411e-01 1.993344e+00 4.492055e-01 2.012313e-01 5.280418e-01 3.130920e-01 3.280089e-01 7.681915e-01 6.876756e-01
1.816277e+00 7.599924e-01 1.735565e+00 1.916568e-01 2.763443e-01 2.127453e-01 4.737230e-01 7.962662e-01 9.076205e-01
1.822489e+00 1.044858e+00 1.647079e+00 4.086584e-01 8.484568e-01 6.529899e-01 1.296464e+00 1.028758e+00 1.286988e+00
1.560199e+00 7.572307e-01 1.822628e+00 4.556524e-01 7.191942e-01 6.646653e-01 1.781286e+00 3.004582e-01 1.492242e+00
2.552869e-01 1.843552e+00 1.523196e+00 9.016068e-01 7.245643e-01 6.081052e-01 6.692271e-01 1.861817e+00 1.693097e+00
9.162016e-01 8.755008e-01 1.583711e+00 5.062079e-01 4.701443e-01 9.291087e-01 1.897655e+00 8.766092e-01 1.327462e+00
1.736525e+00 8.545776e-01 1.418708e+00 2.107401e-01 8.273415e-01 9.529933e-01 1.794154e+00 1.491065e+00 6.145478e-01
1.481526e+00 4.399167e-01 5.636143e-01 4.372295e-01 8.071572e-01 8.749913e-01 1.917291e+00 9.705708e-01 1.151602e+00
1.989911e+00 1.116801e+00 5.460705e-01 6.270635e-01 6.461597e-01 6.134909e-01 1.300920e+00 4.890267e-01 1.898720e+00
1.681318e+00 1.632275e+00 2.010048e-01 3.401448e-01 5.715863e-01 9.807224e-01 4.226496e-01 1.631723e+00 1.904017e+00
1.356989e+00 8.590643e-01 7.689686e-01 2.186767e-01 7.751469e-01 7.073374e-01 1.364405e-01 1.956370e+00 6.462648e-01
4.578100e-01 9.002667e-01 1.568858e+00 3.522532e-01 7.508791e-01 2.003281e-01 1.225380e+00 1.524979e+00 1.174370e+00
5.789008e-01 7.292956e-01 1.007916e+00 1.428164e-01 6.594836e-01 5.225962e-01 1.852619e+00 1.697475e+00 2.069671e-01
1.971562e+00 4.201450e-01 1.841089e+00 4.262594e-01 1.413895e-01 8.275965e-01 1.596102e+00 1.215593e+00 1.953774e+00
1.656116e+00 1.064103e+00 1.063709e+00 8.965632e-01 3.844510e-01 1.189011e-01 1.671292e+00 1.182242e+00 7.785633e-01
1.228302e+00 4.551185e-01 1.708474e+00 8.430894e-01 5.324667e-01 9.877094e-01 1.755002e+00 1.654759e+00 7.945097e-01
8.673825e-01 6.439871e-01 4.824556e-01 6.355036e-02 1.340955e-01 3.253720e-01 8.834304e-01 6.226658e-01 1.729087e+00
7.111548e-01 2.810761e-01 1.250061e+00 8.414889e-01 9.161402e-01 8.941538e-01 4.065797e-01 1.295529e+00 3.310119e-01
2.374616e-01 5.232341e-01 1.048708e+00 9.831185e-01 9.908315e-01 2.364340e-01 9.793229e-01 7.331155e-01 1.416936e+00
8.310793e-01 1.732480e+00 1.366974e+00 1.526961e-01 5.817707e-01 9.132092e-01 7.257262e-01 1.991304e-01 1.933312e+00
7.465300e-01 1.499335e+00 4.592261e-01 6.175506e-01 7.880366e-01 2.272886e-01 1.259426e-01 1.608181e+00 7.242519e-01
2.592801e-01 4.285633e-01 9.712978e-01 8.021939e-01 9.354549e-01 3.233927e-01 1.765938e+00 5.328974e-01 9.199105e-01
6.437836e-01 1.394129e+00 1.932731e+00 1.724370e-01 3.026792e-01 1.557640e-01 2.428473e-02 1.381646e+00 1.859615e+00
2.334314e-01 7.503239e-01 1.331074e+00 4.999323e-01 6.392221e-01 7.258761e-01 5.514073e-01 1.173340e+00 1.628993e+00
6.390098e-01 1.424386e+00 1.615594e+00 9.011125e-01 1.602449e-01 1.971249e-01 1.307412e+00 5.123198e-01 3.035609e-01
1.985462e+00 1.792891e+00 1.465983e+00 6.574881e-01 1.940216e-01 3.930567e-01 5.319384e-01 1.543729e+00 8.624589e-01
1.231926e+00 5.495168e-01 1.604798e+00 8.678012e-01 7.403196e-01 9.311172e-01 1.834236e-01 1.088207e-02 6.944743e-01
1.860604e+00 7.096051e-01 8.990798e-01 4.165925e-01 1.849602e-01 6.884744e-01 2.757298e-01 9.769159e-02 7.878382e-01
4.437609e-01 1.957928e+00 5.321750e-01 2.442698e-01 9.012231e-01 6.824018e-01 1.843910e+00 1.731968e-01 1.197356e+00
1.712780e+00 1.826626e+00 1.879239e+00 7.667533e-01 5.466735e-01 3.325704e-01 1.561590e+00 1.596352e+00 1.074212e+00
6.979595e-01 8.424862e-01 1.233913e+00 5.887278e-02 2.934002e-01 7.796823e-01 4.428597e-02 1.203313e+00 1.083927e+00
1.566350e+00 1.960986e+00 1.515784e+00 2.510679e-01 9.550691e-01 9.728241e-01 6.342404e-01 1.593052e+00 1.346326e+00
6.838441e-01 9.771442e-01 3.905731e-01 8.142958e-01 6.840435e-02 7.232861e-01 6.031052e-01 1.887784e+00 1.741009e+00
1.040064e+00 1.313933e+00 6.241583e-01 9.492960e-01 7.339068e-01 7.037420e-01 1.798331e-01 1.557110e+00 1.802734e+00
1.017107e+00 1.380871e+00 8.507049e-01 9.601528e-01 8.285762e-02 8.474436e-01 2.930711e-01 1.519943e+00 1.063762e+00
1.619013e+00 9.389673e-01 1.801793e+00 3.028803e-01 6.780935e-01 4.712198e-01 3.613473e-01 1.879317e+00 1.530089e+00
1.314610e+00 1.421779e+00 1.808918e+00 5.636265e-01 2.375378e-01 5.546837e-01 5.638392e-01 1.090831e+00 1.918502e+00
1.139739e+00 1.348494e+00 2.091909e-01 6.828800e-01 3.441092e-01 8.010942e-01 1.275231e+00 1.207935e+00 1.685207e+00
2.219302e-01 1.035704e+00 1.329290e+00 9.278423e-01 6.361379e-01 3.162406e-01 1.172688e+00 1.417922e+00 1.105668e+00
1.147556e+00 7.230674e-01 1.659270e+00 9.919641e-01 9.464032e-01 5.880876e-01 3.398748e-01 4.654011e-01 4.949224e-01
6.895701e-01 3.452153e-01 1.620338e+00 9.347838e-02 5.733773e-01 6.226709e-01 6.412287e-02 8.283768e-01 8.589729e-01
8.578151e-01 1.583975e+00 4.949144e-01 3.295594e-01 2.281121e-01 2.557402e-01 1.864032e+00 1.003455e+00 1.950245e+00
2.067249e-01 1.104671e+00 1.123427e+00 9.170517e-01 7.048055e-01 1.343354e-01 1.212752e+00 1.348497e+00 1.190012e+00
1.470978e+00 2.155544e-01 8.855166e-01 2.324302e-01 6.892827e-01 9.809576e-02 3.887711e-01 1.340310e+00 1.066919e-01
1.728853e+00 1.728063e+00 1.563169e+00 4.934991e-01 8.585372e-02 6.885668e-02 1.533168e+00 1.670325e+00 1.826539e+00
1.587584e+00 4.856670e-01 1.461674e+00 6.354270e-01 3.678939e-01 4.651454e-01 1.218412e+00 6.827846e-02 1.129727e+00
5.254991e-01 6.994992e-01 9.455423e-01 2.239794e-01 1.969827e-01 7.964602e-01 1.156803e-01 1.352600e+00 1.960097e+00
1.872950e+00 6.420119e-01 6.909642e-01 3.799870e-01 9.420172e-01 6.145019e-01 7.536988e-01 3.812080e-01 1.937210e+00
9.967099e-01 6.752636e-01 5.424891e-01 7.049607e-01 2.059163e-01 8.001099e-01 6.728476e-01 1.933078e+00 3.152218e-01
5.870485e-01 4.993835e-01 6.964926e-01 9.678982e-01 7.522241e-01 1.673830e-01 1.061813e+00 8.244086e-01 1.970876e+00
2.189386e-01 1.021167e+00 6.598672e-01 2.567185e-01 5.858460e-01 8.549251e-01 1.068588e+00 1.793976e+00 1.677041e+00
1.004209e+00 4.676703e-01 1.400382e+00 7.963928e-01 4.012460e-01 7.880353e-01 3.355052e-01 1.777444e+00 1.636865e+00
1.058720e+00 7.052825e-01 1.273055e+00 9.093153e-01 6.377621e-01 6.065147e-01 9.973272e-01 1.421703e+00 9.237645e-01
7.513684e-01 1.311497e+00 1.204807e+00 5.857497e-01 7.489876e-01 1.843374e-01 1.182306e+00 1.286603e+00 7.466186e-01
1.309794e+00 2.422263e-01 1.324145e+00 8.695413e-01 7.118382e-02 8.051734e-01 3.036679e-01 7.289847e-01 8.890468e-01
1.720713e+00 8.223767e-01 7.526874e-01 6.603894e-01 3.572609e-01 6.635011e-01 4.340037e-01 4.954132e-01 2.401179e-02
6.913019e-01 9.260588e-01 5.891822e-01 3.676008e-01 2.563125e-01 2.209905e-01 1.497874e+00 1.304396e+00 1.733413e+00
1.164080e+00 1.379344e+00 1.216506e+00 6.598282e-01 3.284769e-01 4.502696e-01 4.944754e-01 1.973533e+00 1.698442e+00
1.195915e+00 5.959796e-01 8.414519e-01 5.439706e-01 5.799224e-01 3.698415e-01 9.554765e-01 8.507635e-01 5.315028e-01
1.339625e+00 2.635111e-01 5.279747e-01 2.908884e-01 2.135648e-01 6.924457e-02 9.084050e-01 1.904855e-01 1.749367e+00
1.081532e+00 1.187802e+00 1.165235e+00 5.939703e-01 4.583437e-01 8.486012e-01 1.566726e+00 7.548379e-01 1.862414e+00
8.523105e-01 6.510972e-01 2.292341e-01 9.965540e-01 3.925329e-01 8.326801e-01 1.685352e+00 8.117858e-01 2.236384e-01
1.060775e+00 1.762529e+00 1.549393e+00 2.529506e-01 2.575823e-01 2.410789e-01 6.046069e-01 8.016210e-01 1.916211e-01
1.259817e+00 1.783799e+00 6.542484e-01 7.146572e-01 1.729009e-01 6.548166e-01 1.015587e+00 5.697465e-01 1.523412e+00
8.160939e-01 5.627095e-01 9.024012e-01 8.664142e-01 7.081851e-01 5.246810e-01 1.839691e+00 6.198143e-01 1.278573e+00
3.640015e-01 3.777575e-01 1.300991e+00 7.796268e-01 1.756548e-01 9.095973e-01 1.032554e+00 7.729361e-01 9.344101e-01
1.634865e+00 7.467501e-01 1.200660e+00 9.773706e-01 8.794603e-01 3.667238e-01 4.539151e-01 1.712387e+00 3.788632e-01
1.932074e+00 4.619465e-01 9.514432e-01 1.688855e-01 1.713643e-01 5.458871e-01 1.911979e+00 1.588031e-01 1.425638e+00
3.861778e-01 4.788746e-01 4.882627e-01 2.457750e-01 2.153168e-01 7.656637e-01 8.228291e-01 1.673613e-01 1.518999e+00
2.884035e-01 1.078241e+00 4.128868e-01 3.270541e-01 7.385646e-01 7.144863e-01 1.717621e+00 1.481023e+00 6.760952e-01
4.679235e-01 1.837613e+00 8.809239e-01 3.900578e-01 7.362404e-01 2.861390e-01 1.356687e+00 1.320234e+00 1.543734e+00
1.668503e+00 1.386006e+00 1.161552e+00 2.304574e-01 3.230464e-01 6.368168e-01 1.194348e-02 1.142705e+00 1.990869e+00
1.074281e+00 1.108737e+00 7.741300e-01 7.241763e-01 9.406955e-01 2.768029e-01 5.024387e-01 9.075270e-01 6.004658e-02
1.107995e+00 5.029461e-01 4.306013e-01 5.725734e-01 8.349690e-01 8.930414e-01 1.337552e+00 6.994737e-01 1.374838e+00
1.824200e+00 2.543687e-01 1.023662e+00 3.200155e-01 2.739046e-01 6.961162e-01 1.245000e+00 2.684848e-01 1.610317e+00
1.366096e+00 7.736860e-01 7.810787e-01 7.655991e-02 3.906933e-01 5.372127e-01 1.415762e+00 1.797472e+00 1.722465e+00
1.507366e+00 1.896373e+00 1.187103e+00 3.170301e-01 1.597247e-01 9.671756e-01 1.746086e-01 1.638126e+00 4.659772e-02
8.363259e-01 1.543047e+00 9.923349e-01 6.468131e-01 6.183447e-01 5.993981e-02 5.120344e-01 3.203030e-01 1.332496e+00
4.639251e-01 5.302477e-01 1.627649e+00 4.319091e-01 8.032995e-01 4.367307e-01 1.334545e+00 6.252038e-01 1.364161e+00
1.612500e+00 1.319460e+00 1.318801e+00 5.328190e-01 8.378336e-01 8.681094e-01 1.107090e+00 1.785443e+00 1.808448e-01
4.971934e-01 1.278875e+00 6.736979e-01 1.010693e-01 9.173405e-01 8.738369e-02 1.190007e+00 1.929658e-01 5.443239e-01
1.956533e+00 1.603667e+00 1.770455e+00 3.716687e-01 1.444096e-01 1.764724e-01 2.285091e-01 1.413929e+00 5.686528e-02
1.344807e+00 7.035333e-01 3.144905e-01 7.563173e-01 2.110730e-01 1.211488e-01 1.121493e+00 1.566137e+00 4.668971e-01
1.402984e+00 5.731258e-01 2.054521e-01 8.915810e-01 5.096639e-01 2.140129e-01 2.139175e-01 5.585013e-01 3.933347e-01
5.157928e-01 2.342814e-01 1.238907e+00 7.821743e-01 6.725332e-01 7.084320e-01 1.990163e+00 4.193178e-01 7.702964e-01
1.533420e+00 1.677288e+00 8.152678e-01 8.934696e-01 1.016343e-01 1.945982e-01 1.443950e-01 1.729230e+00 1.177027e+00
1.446636e+00 1.987382e+00 6.380311e-01 1.770762e-01 4.352594e-01 1.721156e-01 9.373631e-01 4.422318e-01 9.874727e-01
2.322664e-01 6.295565e-01 1.971620e+00 6.544311e-01 3.377051e-01 9.256935e-01 1.445921e+00 3.245976e-01 1.162791e-01
8.597505e-01 3.302194e-01 7.389001e-01 4.663429e-01 9.101273e-01 3.884237e-01 1.784932e+00 1.783343e-01 9.462050e-01
1.678571e+00 1.490583e+00 6.510454e-01 2.721123e-01 7.714095e-01 1.307250e-01 1.856211e+00 1.228508e+00 1.318173e+00
1.855871e+00 9.547802e-01 3.828440e-01 1.484921e-01 7.565859e-01 6.596878e-01 1.036330e+00 1.770797e+00 7.991259e-01
7.031460e-01 1.152507e+00 1.685225e+00 8.267664e-01 5.907196e-01 5.056307e-01 1.450037e+00 5.968227e-01 5.555206e-01
1.361754e+00 1.473456e+00 8.679465e-01 8.853670e-01 4.931360e-01 4.304869e-01 3.920622e-01 1.817675e-01 6.749682e-01
1.156604e+00 1.893209e+00 1.003309e+00 3.121203e-01 3.319719e-01 7.747191e-01 1.552525e+00 1.883625e+00 3.524525e-01
1.225299e+00 2.576003e-01 1.611298e+00 6.740014e-01 1.138792e-01 5.996921e-01 4.251877e-01 1.868780e+00 1.110599e-01
1.046976e+00 1.860366e+00 8.011093e-01 4.961556e-01 7.730845e-01 5.596562e-01 1.175279e-01 1.908504e+00 1.465908e+00
8.502561e-01 5.142429e-01 1.348509e+00 6.252713e-01 5.956679e-01 5.104096e-01 1.813753e+00 1.986931e+00 8.530369e-01
8.724904e-01 3.747912e-01 1.042587e+00 9.134289e-01 9.939657e-01 3.766012e-01 9.856401e-01 6.103628e-01 1.603048e+00
7.503976e-01 1.281402e+00 9.072507e-01 9.929546e-01 9.498010e-01 8.571974e-01 8.962867e-01 1.503508e+00 1.491197e+00
7.252610e-01 2.455676e-01 1.560575e+00 5.211830e-02 2.429959e-01 2.505560e-01 1.171612e+00 1.892607e+00 3.059458e-01
1.733254e+00 1.169206e+00 1.566349e+00 4.071105e-01 8.407897e-01 2.258725e-01 1.827404e+00 1.659846e+00 1.819343e+00
7.043515e-01 1.648885e+00 1.927972e+00 2.833565e-01 9.192341e-01 5.315659e-01 1.237599e+00 2.545270e-01 1.883292e+00
1.029355e+00 1.535608e+00 1.678577e+00 8.741119e-01 6.661105e-01 6.992270e-01 1.467570e+00 1.027770e+00 1.359089e+00
1.929643e+00 5.876707e-01 9.697544e-01 6.033778e-01 8.733371e-01 8.305244e-01 1.594898e-01 3.287515e-01 9.472721e-02
1.711610e+00 1.866315e+00 4.225495e-01 8.951582e-01 5.997496e-01 4.441440e-01 1.627527e+00 1.623446e+00 9.022827e-01
5.003093e-01 1.596291e+00 1.031395e+00 9.027284e-02 9.232508e-01 3.611696e-01 1.081004e+00 1.754550e+00 1.650018e+00
4.925537e-01 1.715149e+00 2.142881e-01 7.447071e-01 8.050083e-01 5.629122e-01 1.610027e+00 7.942799e-01 1.773883e+00
6.320715e-01 1.903506e+00 1.381980e+00 8.027081e-01 9.998098e-01 6.668814e-01 1.927883e+00 2.596062e-01 1.085536e+00
6.294395e-01 5.491331e-01 1.757750e+00 7.936014e-02 7.544264e-01 7.563381e-01 1.090086e+00 1.035680e-01 4.612230e-01
1.038011e+00 9.183849e-01 1.440230e+00 7.731610e-01 5.211632e-01 7.296931e-02 7.753210e-01 6.837337e-01 1.512735e+00
1.946073e+00 3.374681e-01 1.888324e+00 2.489664e-01 5.014621e-01 6.850773e-01 9.816119e-02 1.539666e+00 8.124222e-01
8.881940e-01 1.701528e+00 1.760929e+00 9.466431e-01 5.429176e-01 5.142154e-01 1.959547e+00 6.536886e-01 1.220486e+00
1.450319e+00 6.826555e-01 7.090401e-01 9.391199e-01 4.307465e-01 6.872166e-01 1.890048e+00 4.627596e-02 8.476198e-01
9.363152e-01 1.681893e+00 1.294522e+00 9.273450e-01 4.661701e-01 4.599379e-01 2.270943e-01 1.495571e+00 1.636238e-01
1.868107e+00 4.938629e-01 3.574242e-01 7.150854e-01 3.059380e-01 5.652298e-01 1.016460e+00 5.926392e-01 1.509916e+00
5.667775e-01 7.176323e-01 4.952456e-01 6.340354e-01 7.529993e-02 2.594647e-01 6.183872e-01 8.361423e-01 1.247687e+00
1.921547e+00 1.149171e+00 1.458735e+00 8.398801e-01 9.601431e-01 3.264046e-01 4.561157e-01 5.268779e-02 1.123287e+00
3.136219e-01 1.814670e+00 1.468154e+00 1.466497e-01 8.839340e-01 5.265828e-01 1.770420e+00 1.645928e+00 1.065881e+00
2.820001e-01 1.723386e+00 3.032321e-01 9.620425e-01 2.651491e-01 1.800660e-01 1.362501e+00 9.529567e-01 8.957733e-01
9.953466e-01 3.358441e-01 1.855971e+00 9.437590e-01 9.887776e-01 3.744869e-01 1.427710e+00 1.038198e+00 1.329328e+00
1.697145e+00 1.586015e+00 1.652055e+00 1.524770e-01 1.255026e-01 1.266361e-01 1.432653e+00 2.331530e-01 1.663558e-01
2.652879e-01 9.871771e-01 1.901206e+00 7.509625e-01 4.618658e-01 9.418668e-01 1.111732e+00 8.329656e-01 1.095849e+00
1.203650e+00 1.194195e+00 1.861603e+00 1.333799e-01 7.240657e-01 4.024114e-01 3.195606e-01 1.265025e+00 1.544933e+00
1.631631e+00 1.323772e+00 9.133863e-01 4.853910e-01 6.534703e-01 1.035144e-01 1.558255e+00 4.008366e-01 1.563336e+00
7.343178e-01 6.172619e-01 1.066656e+00 7.916118e-01 8.005498e-01 9.379377e-01 5.962953e-01 3.559674e-01 9.487595e-03
1.316092e+00 1.402138e+00 5.373310e-01 2.816631e-01 4.291155e-01 5.823609e-02 1.675726e+00 4.214792e-01 6.974759e-01
3.590047e-01 1.674993e+00 1.433977e+00 8.784773e-02 2.703253e-01 5.583984e-01 7.102204e-01 7.012701e-01 1.363352e+00
1.138698e+00 3.232230e-01 7.587949e-01 3.938310e-01 4.650649e-01 2.440604e-01 1.993039e+00 1.401932e-01 1.885232e+00
1.420702e+00 1.119690e+00 9.634438e-01 9.234299e-01 6.794635e-01 8.627518e-01 1.682234e+00 4.617562e-01 7.015925e-01
6.403255e-01 4.748463e-01 1.421817e+00 9.215492e-01 2.410590e-01 7.613025e-02 1.851693e-03 1.210989e+00 1.017780e+00
6.797188e-01 1.514423e+00 1.136422e+00 4.190793e-01 6.953014e-01 4.464978e-01 1.196386e+00 1.328202e-01 1.573089e+00
6.094860e-01 1.216053e+00 7.481963e-01 7.334496e-01 1.740654e-01 4.324818e-01 8.579865e-01 1.607794e+00 7.600669e-01
1.000493e+00 1.096609e+00 1.208061e+00 4.381001e-01 7.924723e-01 7.470265e-01 1.841973e-01 1.708954e-01 1.295921e+00
3.155139e-01 1.308700e+00 1.097848e+00 3.707999e-01 5.056989e-01 1.912478e-01 6.203416e-01 1.123197e+00 1.456048e+00
1.997734e+00 1.612051e+00 1.385698e+00 3.361493e-01 8.879461e-01 5.674362e-01 7.511167e-01 2.103089e-01 4.698632e-01
8.959766e-01 1.191394e+00 1.936374e+00 5.103387e-01 5.612909e-01 4.550286e-01 7.897655e-01 6.913171e-01 1.398312e+00
1.671381e+00 2.944878e-01 7.881880e-01 4.530822e-01 8.755511e-01 2.077854e-01 9.278696e-01 6.287298e-01 1.266027e+00
1.529552e+00 1.887145e+00 7.833449e-01 2.592363e-01 9.279120e-01 4.730330e-01 1.807040e+00 1.953980e+00 1.136722e-01
1.890897e+00 7.276251e-01 1.177166e+00 5.176909e-01 1.453722e-01 1.572956e-01 1.048719e+00 9.121228e-01 2.441212e-01
1.775139e+00 7.139564e-01 1.919553e+00 8.782407e-01 4.829579e-01 7.002373e-01 5.432363e-02 1.158224e+00 5.946225e-01
4.515958e-01 1.805641e+00 1.079567e+00 6.131006e-01 9.885973e-01 8.164079e-01 1.267329e+00 2.813691e-01 4.882389e-01
1.653440e+00 1.370737e+00 5.224400e-01 3.018772e-01 8.306006e-01 7.709431e-01 5.889793e-01 1.824407e-02 2.493827e-01
7.738685e-01 1.937355e+00 1.257688e+00 2.364793e-01 2.441125e-01 9.890905e-01 4.019242e-01 1.359519e+00 1.096349e+00
6.589457e-01 7.420756e-01 1.415090e+00 5.495038e-01 6.672739e-02 6.567797e-02 1.695840e+00 5.776426e-01 6.418589e-01
7.380970e-01 8.293680e-01 8.117367e-01 8.194848e-01 5.489057e-01 1.014536e-01 1.881580e+00 4.061999e-01 1.759876e+00
5.487381e-01 1.463890e+00 6.995747e-01 6.665780e-01 9.011902e-01 1.130641e-01 7.935640e-01 1.443876e+00 1.320897e+00
7.980969e-01 1.850136e+00 7.348065e-01 1.943050e-01 4.457367e-01 8.955166e-01 1.165236e+00 9.038175e-02 2.379770e-01
1.835927e+00 8.134535e-01 1.975101e+00 7.605432e-01 1.676120e-01 9.741022e-01 8.151382e-01 4.593150e-01 9.540313e-01
8.823257e-01 1.339447e+00 1.292487e+00 3.514837e-01 2.210307e-01 7.723160e-01 3.807100e-02 1.222769e+00 2.999207e-01
1.173570e+00 1.137265e+00 2.865241e-01 6.848716e-01 5.387218e-01 1.288550e-01 1.494857e-01 1.283794e-02 6.192727e-01
1.505353e+00 4.474448e-01 4.806404e-01 4.350542e-01 7.794182e-01 9.276906e-01 2.396943e-01 1.236486e-01 4.341551e-01
1.994596e+00 3.875755e-01 9.093662e-01 6.298466e-01 5.297688e-01 9.021074e-01 2.677450e-01 3.654273e-01 1.157871e+00
1.645089e+00 1.784218e+00 1.665949e+00 7.471009e-01 6.431960e-01 4.668666e-01 1.548191e-01 1.407442e+00 9.758892e-01
1.052073e+00 1.266729e+00 1.241058e+00 4.297941e-01 6.327299e-01 3.576266e-01 2.487328e-01 1.981770e+00 6.719869e-01
1.281186e+00 5.315217e-01 2.499005e-01 2.650430e-01 3.470049e-01 5.107208e-02 1.024121e-01 1.328923e+00 2.675063e-01
4.145848e-01 6.946127e-01 1.412868e+00 6.396721e-01 8.092194e-01 2.581559e-01 1.410144e-01 1.374554e+00 3.991870e-01
6.022228e-01 6.088823e-01 1.055814e+00 4.920987e-01 3.946897e-01 9.586934e-01 2.295561e-02 1.828860e+00 7.553065e-01
1.975270e+00 9.635031e-01 4.262724e-01 5.292562e-01 5.821528e-01 9.161459e-01 8.464024e-01 4.748684e-01 3.479322e-01
8.851752e-01 1.368055e+00 1.579738e+00 1.219011e-01 9.469215e-01 3.539924e-01 1.635028e+00 7.201531e-01 1.647158e+00
2.502009e-01 4.359991e-01 1.135623e+00 6.798642e-01 8.725355e-01 7.398488e-01 4.863629e-01 2.784442e-01 1.523013e-01
7.146777e-01 1.073232e+00 1.870764e+00 6.459296e-01 3.670503e-01 2.159417e-01 1.518804e+00 8.428638e-01 2.802301e-01
6.643726e-01 1.326909e+00 1.867914e+00 2.408645e-01 9.970703e-01 3.879170e-01 7.038737e-01 1.832848e+00 1.943612e+00
1.017353e+00 1.433984e+00 9.878932e-01 8.552356e-01 2.537564e-01 4.607297e-01 1.885969e+00 2.642479e-01 1.754061e-01
1.581775e+00 9.081992e-01 9.980872e-01 6.082037e-01 8.235530e-01 9.614929e-01 4.117101e-01 3.984870e-01 4.383275e-01
1.200567e+00 1.525869e+00 1.556960e+00 7.032281e-01 4.850194e-01 5.707851e-02 1.809445e+00 1.971724e+00 1.435335e+00
1.027647e+00 7.668968e-01 5.126553e-01 5.256938e-01 9.630267e-01 6.117152e-01 1.156825e+00 1.675737e+00 1.219769e+00
