# D_1  D_2  D_3  Sigma_a_1  Sigma_a_2  Sigma_a_3  q_1  q_2  q_3
1.000000e+00 1.220086e+00 1.219757e+00 5.000000e-01 5.604779e-01 1.551648e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.125987e-01 1.757062e+00 5.000000e-01 7.863966e-01 1.481241e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 8.699892e-01 7.353797e-01 5.000000e-01 1.783563e-01 4.703047e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 5.675634e-01 1.375050e+00 5.000000e-01 1.372003e+00 1.338445e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.693618e-01 1.207257e+00 5.000000e-01 1.486006e+00 3.345572e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.777067e+00 1.472478e+00 5.000000e-01 8.616501e-01 1.367530e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.582779e+00 7.160217e-01 5.000000e-01 1.176477e+00 3.205984e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 6.904694e-01 1.142748e+00 5.000000e-01 1.401484e+00 4.672836e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.495107e+00 1.943943e+00 5.000000e-01 4.356682e-01 2.114292e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.586033e-01 1.442561e+00 5.000000e-01 9.493389e-01 1.081600e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.520322e+00 1.679661e+00 5.000000e-01 2.182686e-01 2.745591e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.827410e+00 1.554986e+00 5.000000e-01 2.698225e-01 5.736128e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.912640e-01 1.670665e+00 5.000000e-01 1.103646e+00 1.394863e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.246709e-01 1.082567e+00 5.000000e-01 2.559919e-01 1.024514e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.964940e+00 7.768125e-01 5.000000e-01 1.349235e+00 1.015245e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.855521e+00 1.899366e+00 5.000000e-01 8.080806e-01 4.812916e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.035405e+00 1.361595e+00 5.000000e-01 4.215056e-01 1.163726e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.967489e+00 1.596487e+00 5.000000e-01 1.431421e+00 1.458521e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.147620e+00 6.588109e-01 5.000000e-01 7.809086e-02 1.077647e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.428278e+00 8.534653e-01 5.000000e-01 1.093858e+00 1.047817e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.484059e+00 1.042254e+00 5.000000e-01 1.001511e-01 1.267151e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.115806e+00 1.834827e+00 5.000000e-01 1.008669e+00 6.929144e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.518149e+00 1.840765e+00 5.000000e-01 3.362418e-01 8.203066e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.457079e+00 5.076591e-01 5.000000e-01 4.989035e-01 1.196407e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.196420e+00 1.441075e+00 5.000000e-01 9.446315e-01 4.563673e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.358895e-01 1.716058e+00 5.000000e-01 1.418194e+00 8.712916e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 6.210127e-01 1.683615e+00 5.000000e-01 8.488391e-01 9.240766e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.653313e+00 7.457620e-01 5.000000e-01 3.218553e-01 3.640246e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.253893e+00 1.269523e+00 5.000000e-01 1.049440e+00 1.787224e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 5.129620e-01 1.071264e+00 5.000000e-01 1.025747e+00 1.234093e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.773386e+00 1.635974e+00 5.000000e-01 1.047241e-01 7.878125e-02 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.380558e-01 1.551395e+00 5.000000e-01 5.352065e-01 6.836430e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.162494e-01 1.121285e+00 5.000000e-01 2.743420e-01 1.189334e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 8.683432e-01 9.091368e-01 5.000000e-01 1.411500e+00 9.116082e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 8.960530e-01 7.854076e-01 5.000000e-01 2.879776e-01 1.194905e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.494863e-01 9.137439e-01 5.000000e-01 1.121816e+00 2.291635e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.184305e+00 8.832226e-01 5.000000e-01 8.678702e-01 1.278570e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.230586e-01 1.500318e+00 5.000000e-01 5.861124e-01 1.176475e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.210688e-01 1.394212e+00 5.000000e-01 9.471106e-01 8.994172e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.426248e+00 1.337339e+00 5.000000e-01 1.116876e+00 2.550413e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 5.351886e-01 1.436787e+00 5.000000e-01 8.233320e-02 1.202633e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.018647e+00 9.605729e-01 5.000000e-01 5.189771e-01 9.863965e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.105049e+00 8.243185e-01 5.000000e-01 3.648980e-01 3.109855e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.482787e+00 1.347089e+00 5.000000e-01 4.750437e-01 6.609378e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 8.299830e-01 1.034543e+00 5.000000e-01 8.588290e-01 5.381791e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 5.529259e-01 7.733122e-01 5.000000e-01 2.996516e-01 7.937330e-02 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.323168e+00 1.304362e+00 5.000000e-01 6.732615e-01 1.268918e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 8.759143e-01 5.243617e-01 5.000000e-01 5.728134e-01 1.244617e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.802107e+00 1.624494e+00 5.000000e-01 3.668361e-01 3.416468e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.819832e+00 8.785403e-01 5.000000e-01 2.375856e-01 9.731411e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 8.022579e-01 1.085334e+00 5.000000e-01 1.054598e+00 7.745131e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 6.481312e-01 1.417492e+00 5.000000e-01 2.417889e-01 1.362017e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.556251e-01 1.333883e+00 5.000000e-01 1.316018e+00 5.334206e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.182888e-01 1.126203e+00 5.000000e-01 2.352403e-01 8.068803e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.323955e-01 7.402189e-01 5.000000e-01 3.023256e-01 1.142329e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.231867e+00 6.774057e-01 5.000000e-01 1.100967e+00 1.064216e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.864677e+00 1.067437e+00 5.000000e-01 1.097420e+00 4.104227e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.488338e+00 1.301293e+00 5.000000e-01 4.667550e-01 9.456678e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.257281e+00 9.784416e-01 5.000000e-01 1.409483e+00 3.961728e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.524551e-01 6.921678e-01 5.000000e-01 1.248111e+00 1.336747e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 5.453072e-01 1.186385e+00 5.000000e-01 3.917491e-01 1.036177e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.780716e-01 9.842322e-01 5.000000e-01 5.700056e-01 7.936404e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.913644e+00 1.322586e+00 5.000000e-01 2.174746e-01 1.449900e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.619206e+00 1.160279e+00 5.000000e-01 9.174735e-01 6.517128e-02 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.752064e-01 1.689707e+00 5.000000e-01 1.199773e+00 6.402732e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.432884e+00 1.432334e+00 5.000000e-01 1.252483e+00 1.298693e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.399062e+00 8.947483e-01 5.000000e-01 1.373836e+00 1.070593e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.669722e+00 1.808713e+00 5.000000e-01 1.940989e-01 2.430369e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.196111e-01 5.954087e-01 5.000000e-01 2.958483e-01 1.585955e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 8.109382e-01 5.045434e-01 5.000000e-01 7.515923e-01 3.003354e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 5.285678e-01 1.365756e+00 5.000000e-01 1.000182e+00 1.054975e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.731074e+00 1.012723e+00 5.000000e-01 1.288103e-01 2.707025e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.989485e+00 8.650259e-01 5.000000e-01 6.380275e-01 2.363870e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 8.579638e-01 1.976350e+00 5.000000e-01 4.891289e-01 1.386585e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 6.085162e-01 9.490834e-01 5.000000e-01 1.362826e+00 5.665414e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.575486e+00 8.758712e-01 5.000000e-01 1.151099e+00 1.732118e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.128983e+00 6.523700e-01 5.000000e-01 1.128473e+00 9.805761e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.293756e+00 1.737687e+00 5.000000e-01 8.753089e-01 7.454364e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.561213e+00 1.056622e+00 5.000000e-01 7.263655e-01 6.307431e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.911008e+00 1.169424e+00 5.000000e-01 4.803781e-01 1.156150e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 5.480003e-01 1.676081e+00 5.000000e-01 1.474998e-01 8.890038e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.883638e+00 1.000924e+00 5.000000e-01 1.153655e+00 8.278964e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.618691e-01 1.457091e+00 5.000000e-01 8.828615e-01 7.527304e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 6.456593e-01 1.202155e+00 5.000000e-01 1.490790e+00 5.484966e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.401168e+00 1.089376e+00 5.000000e-01 1.423380e+00 1.282038e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 5.379730e-01 1.633812e+00 5.000000e-01 3.445727e-01 3.561118e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.307672e+00 1.638624e+00 5.000000e-01 1.256995e+00 3.184370e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.707404e+00 1.939977e+00 5.000000e-01 1.376726e+00 7.850216e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.613007e+00 1.732148e+00 5.000000e-01 9.903792e-01 1.040925e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 8.230589e-01 1.141462e+00 5.000000e-01 1.306672e+00 1.241327e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.888596e+00 6.854579e-01 5.000000e-01 8.890915e-01 6.515882e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.663576e+00 1.192829e+00 5.000000e-01 1.382857e+00 5.249431e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.762624e+00 5.119068e-01 5.000000e-01 1.202381e+00 8.328659e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.919588e+00 1.484983e+00 5.000000e-01 1.499710e+00 9.915559e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.909443e-01 1.798125e+00 5.000000e-01 1.125177e+00 1.128095e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.098654e+00 1.533525e+00 5.000000e-01 7.691438e-01 8.505842e-02 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 6.145567e-01 1.906936e+00 5.000000e-01 7.390738e-01 1.019329e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.751273e+00 1.800774e+00 5.000000e-01 8.023479e-01 7.585393e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.022129e-01 9.242001e-01 5.000000e-01 6.311393e-01 1.022594e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.734911e+00 1.412101e+00 5.000000e-01 6.852069e-01 6.756947e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.448858e-01 6.311868e-01 5.000000e-01 4.406422e-01 8.364033e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.313603e-01 7.460380e-01 5.000000e-01 8.861568e-02 3.697093e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.290976e+00 1.548946e+00 5.000000e-01 1.439166e+00 4.718807e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.845558e+00 1.556795e+00 5.000000e-01 1.322847e+00 7.774159e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.769488e+00 5.860268e-01 5.000000e-01 3.783855e-01 2.485217e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 6.132034e-01 1.879975e+00 5.000000e-01 1.482871e+00 5.452695e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.655012e+00 1.710045e+00 5.000000e-01 1.652409e-01 1.669708e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.155981e+00 1.917672e+00 5.000000e-01 6.786372e-01 1.411270e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.328496e+00 1.884669e+00 5.000000e-01 1.078837e+00 5.878911e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.436476e+00 1.094489e+00 5.000000e-01 9.710862e-01 1.316799e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 8.477183e-01 1.222214e+00 5.000000e-01 1.195576e+00 1.405273e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.501782e+00 7.811092e-01 5.000000e-01 6.286499e-01 6.257087e-02 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.729161e+00 1.528314e+00 5.000000e-01 3.862860e-01 8.259765e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 6.026858e-01 9.656624e-01 5.000000e-01 6.835201e-01 3.461974e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.266408e+00 1.136203e+00 5.000000e-01 1.010760e+00 1.290516e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.290386e-01 1.518181e+00 5.000000e-01 3.416164e-01 8.988301e-02 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.595353e+00 1.280352e+00 5.000000e-01 1.034934e+00 6.551808e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.346710e+00 9.568303e-01 5.000000e-01 2.393630e-01 6.337879e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.247174e+00 1.340051e+00 5.000000e-01 1.183247e+00 1.113883e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.423917e+00 1.248207e+00 5.000000e-01 7.455404e-01 2.655888e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.676709e+00 1.488082e+00 5.000000e-01 1.328970e+00 8.397711e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.326161e+00 1.946979e+00 5.000000e-01 8.303913e-01 6.682016e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 5.787398e-01 9.901567e-01 5.000000e-01 1.310052e+00 2.908303e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.905954e+00 9.861207e-01 5.000000e-01 1.389971e+00 6.956820e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.396876e-01 1.314305e+00 5.000000e-01 1.955680e-01 2.137670e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.282970e-01 1.932961e+00 5.000000e-01 7.108305e-01 1.042467e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.838034e+00 1.232973e+00 5.000000e-01 1.482596e+00 1.219780e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.475614e+00 7.687000e-01 5.000000e-01 1.241443e+00 1.150387e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.947796e+00 1.381406e+00 5.000000e-01 3.462770e-01 1.483349e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.517297e-01 1.512575e+00 5.000000e-01 7.553128e-02 7.392954e-02 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.024473e+00 1.009781e+00 5.000000e-01 8.114877e-01 1.285344e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.553242e+00 9.163122e-01 5.000000e-01 1.349185e+00 1.462558e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.875113e+00 9.456721e-01 5.000000e-01 6.540191e-01 1.340525e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.011211e+00 1.979251e+00 5.000000e-01 2.295131e-01 1.460472e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.449539e+00 1.410406e+00 5.000000e-01 3.110468e-01 1.152482e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.281054e+00 5.721034e-01 5.000000e-01 7.959437e-01 1.703577e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.062040e-01 7.338670e-01 5.000000e-01 1.163323e+00 1.389633e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 6.563129e-01 1.091138e+00 5.000000e-01 7.822787e-01 1.350585e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.820182e+00 1.721624e+00 5.000000e-01 9.554044e-01 6.862701e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.388940e+00 1.367549e+00 5.000000e-01 9.394298e-01 5.195353e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 7.762681e-01 5.415838e-01 5.000000e-01 5.033233e-01 5.163633e-02 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.121772e-01 1.510723e+00 5.000000e-01 1.208809e+00 3.677116e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 8.407353e-01 1.213178e+00 5.000000e-01 5.761054e-01 1.436953e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.136253e+00 6.885603e-01 5.000000e-01 8.622333e-01 1.372012e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.473379e+00 1.649781e+00 5.000000e-01 1.418985e+00 5.139884e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 6.966660e-01 1.279686e+00 5.000000e-01 1.305449e+00 1.102927e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.227694e+00 1.892303e+00 5.000000e-01 5.339189e-01 3.032795e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.439091e+00 1.889928e+00 5.000000e-01 1.495528e+00 5.657680e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.528320e+00 1.156578e+00 5.000000e-01 3.609966e-01 6.769032e-01 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.090166e+00 1.165073e+00 5.000000e-01 1.230686e+00 1.441226e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 1.604891e+00 1.630800e+00 5.000000e-01 7.139770e-01 6.080404e-02 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+00 9.724140e-01 7.605461e-01 5.000000e-01 1.443567e+00 9.073547e-01 1.000000e+00 1.000000e+00 1.000000e+00
